xxxx;;;;;;;;;;;;;;x
MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
NUKE_ON_OTHER_2;$TITLE$\n$EVIL$在\n$PROV$\n投放了一颗原子弹，\n摧毁了该地区绝大多数的工业及大量人口。;$TITLE$, nous vous informons que $EVIL$ a largu?une bombe atomique sur $PROV$. Ceci a d閠ruit la plupart de l'industrie et a fait de nombreuses victimes.;$TITLE$, wir berichten, dass $EVIL$ eine Atombombe auf $PROV$ abgeworfen hat. Diese hat den gr鲞ten Teil der Industrie zerst鰎t und viele Menschen get鰐et.;;$TITLE$, podemos informar que $EVIL$ ha lanzado una bomba nuclear sobre $PROV$. Esto ha destruido la mayor韆 de la industria y ha matado a mucha gente.;;;;;;;;;x
NUKE_ON_OTHER_3;$TARGET$的国家凝聚力下降了$IMPACT$。;L'unit?nationale de $TARGET$ a chut?de $IMPACT$.;Der nationale Zusammenhalt von $TARGET$ ist um $IMPACT$ gesunken.;;La unidad nacional de $TARGET$ ha ca韉o en $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_4;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_5;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_6;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_LOG;$EVIL$核打击了$PROV$，$TARGET$的国家凝聚力下降了$IMPACT$。;$EVIL$ a atomis?$PROV$, ce qui a r閐uit de $MPACT$ l'unit?nationale de $TARGET$.;$EVIL$ hat eine Atombombe auf $PROV$ abgeworfen und damit $TARGET$s nationalen Zusammenhalt um $IMPACT$ gesenkt.;;$EVIL$ ha lanzado un ataque nuclear sobre $PROV$, reduciendo la unidad nacional de $TARGET$ en $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_OTHER_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_OTHER_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
NUKE_ON_OTHER_MAP;核弹攻击!;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_SETUP;当我们攻击一支护航舰队;Lorsque nous attaquons un convoi.;Wenn wir einen Konvoi angreifen.;;Cuando atacamos un convoy.;;;;;;;;;x
WE_ATTACK_CONVOY_HEADER;我们的护航袭击舰队在如下海域发现了一支护航舰队并发起了进攻;Nos intercepteurs ont surpris un convoi et l'ont attaqu?dans la province :;Unsere Handelszerst鰎er haben einen Konvoi in;;Nuestros atacantes a convoyes han atrapado uno y lo han atacado en;;;;;;;;;x
WE_ATTACK_CONVOY_1;$PROV$;$PROV$.;$PROV$ gestellt und angegriffen;;$PROV$;;;;;;;;;x
WE_ATTACK_CONVOY_2;$TITLE$，我们击沉了;$TITLE$, nous vous informons que nous avons r閡ssi ?couler;$TITLE$, wir k鰊nen vermelden, dass wir;;$TITLE$, podemos informar que hemos logrado hundir;;;;;;;;;x
WE_ATTACK_CONVOY_3;$TRANSPORTS$艘运输舰和$ESCORTS$艘护航舰。;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s).;$TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) versenken konnten.;;$TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s).;;;;;;;;;x
WE_ATTACK_CONVOY_4;这次袭击发生在$CONVOY$航线上。;Ce convoi a crois?la route de : $CONVOY$.;Dieser Konvoi war auf der $CONVOY$-Route.;;Este convoy estaba en la ruta $CONVOY$.;;;;;;;;;x
WE_ATTACK_CONVOY_5;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_6;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_LOG;我们在$CONVOY$输送线上的$PROV$击沉了$TRANSPORTS$艘输送船和$ESCORTS$艘护航舰。;Nous avons coul?$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) du convoi : $CONVOY$ dans la province : $PROV$.;Wir versenken $TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) des $CONVOY$ Konvoi in $PROV$.;;Hundimos $TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s) en $PROV$ en el convoy $CONVOY$.;;;;;;;;;x
WE_ATTACK_CONVOY_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_ATTACK_CONVOY_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_ATTACK_CONVOY_BTN3;Goto;D閠ails;Details;;Detalles;;;;;;;;;x
WE_ATTACK_CONVOY_MAP;与输送船队交战!;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_SETUP;当我们的一支输送船队被攻击;Lorsque l'un de nos convois subit une attaque.;Wenn einer unserer Konvois angegriffen wird;;Cuando una de nuestros convoyes est?siendo atacado.;;;;;;;;;x
CONVOY_ATTACK_ON_US_HEADER;输送船队在如下海域被攻击;Un convoi a 閠?attaqu?dans la province :;Konvoi wird angegriffen in;;Convoy bajo ataque en;;;;;;;;;x
CONVOY_ATTACK_ON_US_1;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x
CONVOY_ATTACK_ON_US_2;$TITLE$，我们的$CONVOY$输送船队遭到攻击并损失了;$TITLE$, nous vous informons que notre convoi $CONVOY$ a 閠?attaqu?et que;$TITLE$, wir m黶sen leider melden, dass unser $CONVOY$ Konvoi angegriffen wurde und;;$TITLE$, podemos informar que nuestro convoy $CONVOY$ ha sido atacado y se han perdido;;;;;;;;;x
CONVOY_ATTACK_ON_US_3;$TRANSPORTS$艘输送船和$ESCORTS$艘护航舰。;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) ont 閠?perdue(s).;$TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) verlor.;;$TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s).;;;;;;;;;x
CONVOY_ATTACK_ON_US_4;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_5;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_6;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_LOG;$CONVOY$输送船队在$PROV$损失了$TRANSPORTS$艘输送船和$ESCORTS$艘护航舰。;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) ont 閠?perdus dans la province : $PROV$.;Der $CONVOY$ Konvoi verlor $TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) in $PROV$.;;El convoy $CONVOY$ perdi?$TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s) en $PROV$.;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN3;查看;D閠ails;Details;;Detalles;;;;;;;;;x
CONVOY_ATTACK_ON_US_MAP;输送船队被袭击!;Convoi attaqu?!;Konvoi wird angegriffen!;;onvoy bajo ataque!;;;;;;;;;x
WE_MOBILIZE_SETUP;当我们进行战争动员;Lorsque nous mobilisons pour pr閜arer une guerre.;Wenn wir f黵 den Krieg mobilisieren.;;Cuando nos movilizamos en preparaci髇 de una guerra.;;;;;;;;;x
WE_MOBILIZE_HEADER;我们已经;Nous avons d閏lench?la;Wir haben die;;Hemos empezado a;;;;;;;;;x
WE_MOBILIZE_1;动员;MOBILISATION;MOBILISIERUNG;;MOBILIZE;;;;;;;;;x
WE_MOBILIZE_2;我们动员了我们的军队，\n很快我们将有一支强大的军队被投入战场。\n我们潜在的敌人会将此视为威胁。;de nos forces arm閑s et nous serons bient魌 en mesure de r閡nir une arm閑 puissante. Cela sera cependant consid閞?comme un geste mena鏰nt par nos ennemis potentiels.;unserer Streitkr鋐te beschlossen und werden bald eine starke Armee aufgestellt haben. Dies wird allerdings von unseren m鰃lichen Feinden als Bedrohung angesehen werden.;;nuestras fuerzas armadas y pronto seremos capaces de desplegar un poderoso ej閞cito. Desgraciadamente, esto ser?visto como un movimiento amenazador por nuestros enemigos potenciales.;;;;;;;;;x
WE_MOBILIZE_3;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_4;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_5;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_6;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_LOG;我们开始动员预备役。;Nous avons commenc??mobiliser nos r閟erves.;Wir haben begonnen, unsere Reserven zu mobilisieren.;;Hemos comenzado a movilizar nuestras reservas.;;;;;;;;;x
WE_MOBILIZE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_MOBILIZE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_MOBILIZE_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
WE_MOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_SETUP;当我们解除动员;Lorsque nous d閏idons de d閙obiliser.;Wenn wir die Demobilisierung beschlie遝n.;;Cuando decidimos desmovilizarnos.;;;;;;;;;x
WE_DEMOBILIZE_HEADER;我们决定;Nous avons d閏id?de;Wir haben die;;emos decidido;;;;;;;;;x
WE_DEMOBILIZE_1;部队复员;D蒑OBILISER;DEMOBILISIERUNG;;DEMOBILIZE;;;;;;;;;x
WE_DEMOBILIZE_2;我们的部队现在解除了战备。;nos forces arm閑s et nos troupes sont au repos.;unserer Streitkr鋐te beschlossen, und unsere Truppen sind nun inaktiv.;;nuestras fuerzas armadas y nuestras tropas est醤 ahora detenidas.;;;;;;;;;x
WE_DEMOBILIZE_3;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_4;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_5;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_6;*;*;*;;*;;;;;;;;;x
WE_DEMOBILIZE_LOG;我们决定部队复员。;Nous avons ordonn?la d閙obilisation de nos r閟erves.;Wir haben Befehl gegeben, unsere Reserven zu demobilisieren.;;Hemos dado 髍denes para desmovilizar nuestras reservas.;;;;;;;;;x
WE_DEMOBILIZE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_DEMOBILIZE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_DEMOBILIZE_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
WE_DEMOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_SETUP;当他国进行战争动员;Lorsque quelqu'un d'autre mobilise pour pr閜arer une guerre.;Wenn ein anderes Land f黵 den Krieg mobilisiert.;;Cuando otro se moviliza en preparaci髇 de una guerra.;;;;;;;;;x
OTHER_MOBILIZE_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ nous signale que;$minister_of_intelligence$ berichtet, dass;;$minister_of_intelligence$ nos informa de que;;;;;;;;;x
OTHER_MOBILIZE_1;$COUNTRY$正在动员;$COUNTRY$ mobilise actuellement;$COUNTRY$;;$COUNTRY$ esta movilizando;;;;;;;;;x
OTHER_MOBILIZE_2;他们的军队，很快他们将有一支强大的军队被投入战场。;ses forces arm閑s et que ce pays sera bient魌 en mesure de r閡nir une arm閑 puissante. ;seine Streitkr鋐te mobilisiert und bald in eine starke Armee aufgestellt haben wird.;;sus fuerzas armadas y pronto ser醤 capaces de desplegar un fuerte ej閞cito. ;;;;;;;;;x
OTHER_MOBILIZE_3;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_4;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_5;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_6;*;*;*;;*;;;;;;;;;x
OTHER_MOBILIZE_LOG;$COUNTRY$开始动员预备役。;$COUNTRY$ a commenc??mobiliser ses r閟erves.;$COUNTRY$ hat begonnen, ihre Reserven zu mobilisieren.;;$COUNTRY$ ha comenzado a movilizar sus reservas.;;;;;;;;;x
OTHER_MOBILIZE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
OTHER_MOBILIZE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
OTHER_MOBILIZE_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
OTHER_MOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_SETUP;当他国解除动员;Lorsqu'un autre pays d閏ide de d閙obiliser.;Wenn ein anderes Land die Demobilisierung beschlie遲.;;Cuando otro pa韘 decide desmovilizarse.;;;;;;;;;x
OTHER_DEMOBILIZE_HEADER;我们收到报告;Des rapports font 閠at que;Es liegen Berichte vor, dass;;Hay informes que indican que;;;;;;;;;x
OTHER_DEMOBILIZE_1;$COUNTRY$正在复员;$COUNTRY$ d閙obilise actuellement;$COUNTRY$ seine;;$COUNTRY$ est?desmovilizando;;;;;;;;;x
OTHER_DEMOBILIZE_2;他们的部队现在解除了战备。;ses forces arm閑s et que leurs troupes sont maintenant au repos.;Streitkr鋐te demobilisiert hat und ihre Truppen nun inaktiv sind.;;sus fuerzas armadas y sus tropas est醤 ahora detenidas.;;;;;;;;;x
OTHER_DEMOBILIZE_3;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_4;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_5;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_6;*;*;*;;*;;;;;;;;;x
OTHER_DEMOBILIZE_LOG;$COUNTRY$决定部队复员。;$COUNTRY$ a ordonn?la d閙obilisation de ses r閟erves.;$COUNTRY$ hat den Befehl gegeben, ihre Reserven zu demobilisieren.;;$COUNTRY$ ha dado 髍denes para desmovilizar sus reservas.;;;;;;;;;x
OTHER_DEMOBILIZE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
OTHER_DEMOBILIZE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
OTHER_DEMOBILIZE_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
OTHER_DEMOBILIZE_MAP;*;*;*;;*;;;;;;;;;x
WEDEFECT_SETUP;当我们的一个省份叛逃;Quand une de nos provinces se s閜are de nous.;Wenn sich eine unserer Provinzen abspaltet.;Kiedy jedna z naszych prowincji od彻cza si?Cuando una de nuestras provincias cambie de bando.;Quando una delle nostre province ci abbandona;Mikor az egyik tartom醤yunk elp醨tol t鮨黱k.;Kdy?jednu ze sv齝h provinci?ztrat韒e.;;;;;;x
WEDEFECT_HEADER;叛逃!;D閒ection !;Sezession!;Zdrada!;raici髇!;Defezione!;Elp醨tol醩;Ztr醫a!;;;;;;x
WEDEFECT_1;如下省份：;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A k鰒etkez?tartom醤y:;Provincie;;;;;;x
WEDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
WEDEFECT_3;已经叛逃到了;appartient maintenant au pays :;spaltete sich ab und ging zu;przesz砤 na stron?pa駍twa;se ha pasado al bando de;?passata a:;a k鰒etkez鮤鰖 p醨tolt:;p鴈歭a k zemi;;;;;;x
WEDEFECT_4;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x
WEDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
WEDEFECT_6;一群傻瓜!我们可不会对这种愚蠢的事情视而不见!;Imb閏iles ! Nous ne tol閞erons pas cette mascarade !;Ihr Narren, diese Dummheit werden wir nicht hinnehmen!;Durnie! Nie zniesiemy takiej g硊poty!;ecios! o toleraremos esta estupidez!;sciocchi, non sopporteremo tanta stupidit?;Bolondok! Nem t鹯hetj黭 ezt a bolonds醙ot!;Bl醶ni! Tuhle bl醜ovost nebudeme tolerovat!;;;;;;x
WEDEFECT_LOG;$PROV$ 叛逃到了 $COUNTRY$。;$PROV$ appartient maintenant au pays : $COUNTRY$.;$PROV$ hat sich $COUNTRY$ angeschlossen.;Prowincja $PROV$ przesz砤 na stron?pa駍twa $COUNTRY$.;$PROV$ se ha pasado al bando de $COUNTRY$.;$PROV$ ?passata a: $COUNTRY$.;$PROV$ $COUNTRY$ nemzet閔ez p醨tolt.;$PROV$ p鴈歭a k $COUNTRY$.;;;;;;x
WEDEFECT_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDEFECT_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDEFECT_BTN3;查看;ALLER ?GOTO;ID?DO;Ir all?ANDARE;Menj ide:;P谽J蚑 NA;;;;;;x
WEDEFECT_MAP;叛逃!;D閒ection !;Sezession!;Zdrada!;raici髇!;Defezione!;Elp醨tol醩!;Ztr醫a!;;;;;;x
THEYDEFECT_SETUP;当别国的一个省份叛逃到我国;Lorsque l'une de leurs provinces nous rejoint.;Wenn sich eine ihrer Provinzen uns anschlie遲.;Kiedy jedna z obcych prowincji przechodzi na nasz?stron?Cuando una de sus provincias se pasa a nuestro bando.;Quando una delle loro province passa a noi;Mikor az egyik tartom醤yunk hozz醤k p醨tol.;Kdy?jedna z jejich provinci?p鴈jde k n醡.;;;;;;x
THEYDEFECT_HEADER;一个新的省份!;Nouvelle province !;Eine neue Provinz!;Nowa prowincja!;na nueva provincia!;Una nuova provincia!;Egy 鷍 tartom醤y!;Nov?provincie!;;;;;;x
THEYDEFECT_1;如下省份;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A k鰒etkez?tartom醤y:;Provincie;;;;;;x
THEYDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
THEYDEFECT_3;已经叛逃到了我国。;nous a rejoint.;ist zu uns 黚ergelaufen;przesz砤 na nasz?stron?;se ha pasado a nuestro bando.;?passata a noi.;hozz醤k p醨tolt.;p鴈歭a k n醡.;;;;;;x
THEYDEFECT_4;他们明智地信奉了我们的文明规则;Avec une grande sagesse, ils ont d閏id?de rejoindre notre r間ime 閏lair?;Sie haben sich klugerweise dazu entschlossen, unsere erleuchtete Herrschaft zu begren;M筪rze zdecydowali, 縠 podporz筪kuj?si?naszej o渨ieconej w砤dzy.;Sabiamente, han decidido aceptar nuestro ilustrado gobierno.;Hanno deciso saggiamente di seguire la nostra guida illuminata.;B鰈csen 鷊y d鰊t鰐tek, hogy a mi felvil醙osult nemzet黱k mellett k鰐elezik el magukat.;Moud鴈 se rozhodli pro na歩 osv韈enou vl醖u;;;;;;x
THEYDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
THEYDEFECT_6;*;*;*;*;*;*;*;;;;;;;x
THEYDEFECT_LOG;$PROV$ 叛逃到了我国。;$PROV$ nous a rejoint.;$PROV$ hat sich uns angeschlossen.;Prowincja $PROV$ przesz砤 na nasz?stron?;$PROV$ se ha pasado a nuestro bando.;$PROV$ ?passata a noi.;$PROV$ mell閚k p醨tolt.;$PROV$ p鴈歭a k n醡.;;;;;;x
THEYDEFECT_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYDEFECT_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYDEFECT_BTN3;查看;ALLER ?GOTO;ID?DO;Ir all?ANDARE;Menj ide:;P谽J蚑 NA;;;;;;x
THEYDEFECT_MAP;叛逃!;D閒ection !;Sezession!;Zdrada!;raici髇!;Defezione!;Elp醨tol醩!;Ztr醫a!;;;;;;x
OTHERDEFECT_SETUP;当别国的一个省份叛逃到了第三国;Lorsque l'une des provinces d'une nation passe ?une autre (except??la n魌re).;Wenn sich eine Provinz eines Landes einem anderen anschlie遲 (keines von beiden sind wir).;Kiedy prowincja jednego z pa駍tw przechodzi na stron?innego kraju (nie dotyczy naszego kraju);Cuando una provincia de una naci髇 cambia al bando de otra (ninguna somos nosotros).;Quando la provincia di una nazione passa a un'altra (e noi non siamo nessuna delle due);Mikor egy nemzet 鷊y d鰊t, hogy egy m醩ik nemzethez p醨tol (de nem hozz醤k).;Kdy?provincie jednoho n醨oda p鴈jde k jin閙u n醨odu (nejedn?se o n醩).;;;;;;x
OTHERDEFECT_HEADER;叛逃!;D閒ection !;Sezession!;Zdrada!;raici髇!;Defezione!;Elp醨tol醩!;Ztr醫a!;;;;;;x
OTHERDEFECT_1;如下省份;La province :;Die Provinz;Prowincja;La provincia de;La provincia di;A k鰒etkez?tartom醤y:;Provincie;;;;;;x
OTHERDEFECT_2;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
OTHERDEFECT_3;叛逃到了;appartient maintenant au pays :;spaltete sich ab und ging zu;przesz砤 na stron?pa駍twa;se pasa al bando de;?passata a:;a k鰒etkez?mell?p醨tolt:;p鴈歭a k;;;;;;x
OTHERDEFECT_4;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$;;;;;;x
OTHERDEFECT_5;*;*;*;*;*;*;*;;;;;;;x
OTHERDEFECT_6;*;*;*;*;*;*;*;;;;;;;x
OTHERDEFECT_LOG;$PROV$ 叛逃到了 $COUNTRY$。;$PROV$ est pass閑 ?$COUNTRY$.;$PROV$ hat sich $COUNTRY$ angeschlossen.;Prowincja $PROV$ przesz砤 na stron?pa駍twa $COUNTRY$.;$PROV$ se ha pasado al bando de $COUNTRY$.;$PROV$ ?passata a: $COUNTRY$.;$PROV$ $COUNTRY$ nemzet閔ez p醨tolt.;$PROV$ p鴈歭a k $COUNTRY$.;;;;;;x
OTHERDEFECT_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERDEFECT_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERDEFECT_BTN3;查看;ALLER ?GOTO;ID?DO;Ir all?ANDARE;Menj ide:;P谽J蚑 NA;;;;;;x
OTHERDEFECT_MAP;叛逃!;D閒ection !;Sezession!;Zdrada!;raici髇!;Defezione!;Elp醨tol醩!;Ztr醫a!;;;;;;x
SHATTERED_SETUP;当我们的一支部队溃散;L'une de nos divisions a 閠?dispers閑.;Wenn eine unserer Divisionen zusammenbricht.;;Cuando una de nuestras divisiones ha sido derrotada.;;;;;;;;;x
SHATTERED_HEADER;$chief_of_army$ 报告;$chief_of_army$ nous informe que;$chief_of_army$ berichtet das Zusammenbrechen von;;?chief_of_army$ nos informa de;;;;;;;;;x
SHATTERED_1;$UNIT$ 已经溃散!;l'unit?: $UNIT$ a 閠?dispers閑 !;$UNIT$!;;la derrota de $UNIT$!;;;;;;;;;x
SHATTERED_2;$MONARCHTITLE$, $UNIT$ 的部队达到了崩溃点所以已经溃散。;$MONARCHTITLE$, nos troupes de $UNIT$ ont atteint leur point de rupture et ont 閠?dispers閑s.;$MONARCHTITLE$, unsere Truppen in $UNIT$ haben ihre Belastungsgrenze erreicht und sind zusammengebrochen.;;$MONARCHTITLE$, nuestras tropas de $UNIT$ se han desmoronado y han sido derrotadas.;;;;;;;;;x
SHATTERED_3;$LOCATION$;$LOCATION$;$LOCATION$;;$LOCATION$;;;;;;;;;x
SHATTERED_4;我们利用处于休假期和在医院疗养的骨干在 $NEWHOME$ 重组了部队。;Nous avons reform?cette division ?$NEWHOME$ en nous basant sur le personnel qui 閠ait en permission ou hospitalis?;Wir haben diese Division in $NEWHOME$ mit Soldaten wieder aufgestellt, die auf Fronturlaub oder im Krankenhaus waren.;;Hemos reformado esta divisi髇 en $NEWHOME$ utilizando un n鷆leo de personal que estaba de servicio o en el hospital.;;;;;;;;;x
SHATTERED_5;*;;*;;*;;;;;;;;;x
SHATTERED_6;*;;*;;*;;;;;;;;;x
SHATTERED_LOG;$UNIT$ 在 $LOCATION$ 溃散了。;$UNIT$ ont 閠?dispers閑s ?$LOCATION$.;$UNIT$ in $LOCATION$ auseinandergebrochen;;Derrota de $UNIT$ en $LOCATION$.;;;;;;;;;x
SHATTERED_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
SHATTERED_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
SHATTERED_BTN3;查看;ALLER ?Goto;;Ir all?;;;;;;;;x
SHATTERED_MAP;$UNIT$ 溃散了!;;*;;*;;;;;;;;;x
SHIPSUNK_SETUP;当我们的一艘舰船由于损耗而沉没;Lorsqu'un de vos navires coule ?cause de l'attrition.;Wenn eines Ihrer Schiffe aufgrund seiner Verlustquote sinkt;Kiedy jeden z twoich okr阾體 idzie na dno z powodu zu縴cia;Cuando uno de nuestros buques se hunde debido al desgaste;Quando una delle tue navi affonda per logoramento;Egyik haj骴 els黮lyedt az elhaszn醠骴醩 miatt;Kdy?se jedna z na歩ch lod?potop?;;;;;x
SHIPSUNK_HEADER;$chief_of_navy$ 报告;$chief_of_navy$ nous signale;;;?chief_of_navy$ nos informa de que;;;;;;;;;x
SHIPSUNK_1;失去舰船!;qu'un navire a 閠?perdu !;Schiff gesunken!;Stracili渕y okr阾!;hemos perdido un buque!;Una nave ?perduta!;Elveszett egy haj?;Lo?je ztracena!;;;;;;x
SHIPSUNK_2;我们的舰船;$MONARCHTITLE$, l'un de nos vaisseaux a 閠?$MONARCHTITLE$, eines unserer Schiffe ist;Jeden z naszych okr阾體;$MONARCHTITLE$, no de nuestros buques se ha;$MONARCHTITLE$, uno dei nostri vascelli ?Az egyik haj髇k;$MONARCHTITLE$, jedno z na歩ch plavidel;;;;;;x
SHIPSUNK_3;$MONARCHTITLE$;PERDU;GESUNKEN!;ZATON;PERDIDO!;PERDUTO!;ELVESZETT!;SE POTOPILO;;;;;;x
SHIPSUNK_4;在穿越位于$PROV$的危险水域时;en traversant les eaux p閞illeuses de la province de :;Es befuhr die gef鋒rlichen Gew鋝ser von;pokonuj筩 niebezpieczne wody;mientras navegaba por las peligrosas aguas de;mentre navigava nelle perigliose acque di:;mik鰖ben;p鴌 plavb?v nebezpe鑞齝h vod醕h;;;;;;x
SHIPSUNK_5;沉没了;$PROV$;$PROV$;$PROV$.;$PROV$;$PROV$;$PROV$ vesz閘yes vizein haj髗ott.;$PROV$;;;;;;x
SHIPSUNK_6;*;*;*;*;*;*;*;;;;;;;x
SHIPSUNK_LOG;一艘舰船在 $PROV$ 沉没;Un navire a 閠?perdu dans la province de : $PROV$.;Ein Schiff ging in $PROV$ verloren.;Stracili渕y okr阾 w prowincji $PROV$.;Se ha perdido un buque en $PROV$;Abbiamo perso una nave in $PROV$.;Egy haj?elveszett $PROV$ provinci醤醠;V $PROV$ se potopila lo?;;;;;x
SHIPSUNK_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
SHIPSUNK_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
SHIPSUNK_BTN3;查看;ALLER ?Goto;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x
SHIPSUNK_MAP;失去舰船!;Nous avons perdu un navire !;Schiff gesunken!;Okr阾 zaton钩!;e ha perdido un buque!;Una nave ?perduta!;Egy haj?elveszett;Lo?je ztracena!;;;;;;x
DISBAND_SETUP;当一支部队被裁减;Lorsqu'une unit?est d閙antel閑;Wenn eine Einheit aufgel鰏t wird;Kiedy jednostka zostaje rozwi箊ana;Cuando se desbanda una unidad;Quando un'unit?viene sciolta;Mikor egy egys間et sz閠oszlatnak;Kdy?je rozpu歵靚a jednotka;;;;;;x
DISBAND_HEADER;$chief_of_staff$ 报告;$chief_of_staff$ signale que;$chief_of_staff$ berichtet die Angliederung von;;$chief_of_staff$ informa de que;;;;;;;;;x
