xxxx;;;;;;;;;;;;;;x
MESSAGE_HEAD_GOV;安全部长报告;Le ministre de la s閏urit?rapporte que;Der Minister f黵 innere Sicherheit meldet;;El Ministro de Seguridad informa;;;;;;;x;;,,,,,,
MILALLDISHONOUR_5;此等背信弃义之徒我们过段时间一定要处理一下;Nous nous occuperons de cette trahison plus tard.;Wir werden uns sp鋞er noch um diesen niedertr鋍htigen Verrat k黰mern.;;Nos ocuparemos de esta pu馻lada por la espalda despu閟.;;;;;;;;;x,,,,,,,,,,
MILALLDISHONOUR_6;这种卑劣的行径我们是不会忘记的。;C'est exactement le genre de comportement de tra顃re que nous ne sommes pas pr阾s d'oublier.;Dies ist genau die Art unehrenhaften Gebarens, an die wir uns noch lange Zeit erinnern werden.;Tego niegodnego post阷ku jeszcze d硊go nie b阣ziemy w stanie zapomnie?;Este es exactamente el tipo de comportamiento deshonroso que tardaremos mucho tiempo en olvidar.;Questo ?un esempio di comportamento spregevole che non si dimentica tanto facilmente.;Ez egy olyan fajta tiszteletlen viselked閟, amit nem fogunk egyhamar elfeledni.;To je p鴈sn?ten druh chov醤? na kter?se jen tak nezapom韓?;;;;;;x,,,,,,,
MILALLDISHONOUR_LOG;$RECIPIENT$失约于我们的军事同盟。;$RECIPIENT$ : ce pays a trahi notre alliance.;$RECIPIENT$ hat unser B黱dnis missachtet.;Pa駍two $RECIPIENT$ nie honoruje naszego sojuszu.;$RECIPIENT$ incumpli?nuestra alianza.;$RECIPIENT$ non ha rispettato la nostra alleanza.;$RECIPIENT$ elutas韙otta a mi sz鰒ets間黱ket.;$RECIPIENT$ nedodr瀍l na歟 spojenectv?;;;;;;x,,,,,,,,,,
MILALLDISHONOUR_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,
MILALLDISHONOUR_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,
MILALLDISHONOUR_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,,,,,
MILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_SETUP;当我们拒绝履行盟约;Quand nous trahissons une alliance militaire;Wenn wir ein Milit鋜b黱dnis missachten;Kiedy nie honorujemy sojuszu wojskowego;Cuando incumplamos una alianza militar;Quando noi non rispettiamo un'alleanza militare;Mikor mi nem fogadunk el egy katonai sz鰒ets間et;Kdy?my nespln韒e vojenskou alianci;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_1;撕毁盟约;D閟aveu d'une alliance militaire.;Milit鋜b黱dnis missachtet.;Nie honorujemy sojuszu wojskowego.;Alianza militar incumplida.;Alleanza militare non rispettata.;Katonai sz鰒ets間 elutas韙va.;Vojensk?aliance nespln靚a.;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_2;$MONARCHTITLE$，我们发现这场由;$MONARCHTITLE$, nous avons d閏id?que la guerre d閏lar閑 par;$MONARCHTITLE$, unserem Beschluss zufolge ist der Krieg, begonnen von;Doszli渕y do wniosku, 縠 wojna wypowiedziana przez;$MONARCHTITLE$, hemos decidido que la guerra declarada por;$MONARCHTITLE$, abbiamo deciso che la guerra dichiarata da:;趃y d鰊t鰐t黱k, hogy a/az;$MONARCHTITLE$, rozhodli jsme se, 瀍 v醠ka vyhl釟en?;;;;;x
WEMILALLDISHONOUR_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_4;挑起的战争此时并不符合我国的利益;est contraire ?nos int閞阾s actuels.;diesmal wirklich nicht in unserem Interesse.;nie jest w naszym interesie.;no est?realmente en nuestro inter閟 en este momento;non era affar nostro, in questo momento.;nemzete ellen ir醤yul?h醔or?most minket nem nagyon 閞dekel.;nen?ve skute鑞osti v na歟m z醞mu;;;;;;x,,,,,,,,
WEMILALLDISHONOUR_5;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,
WEMILALLDISHONOUR_6;我们不无愉快地通知他们\n这场战争他们得自己扛着。;Nous avons pris beaucoup de plaisir ?leur signifier qu'il ne fallait pas compter sur nous pour cette guerre.;Wir haben ihnen mit gro遝r Freude mitgeteilt, dass sie bei diesem Krieg auf sich selbst gestellt sind.;Z rozkosz?poinformowali渕y ich, 縠 w tej wojnie musz?radzi?sobie sami.;Hemos disfrutado enormemente dici閚doles que est醤 solos en esta guerra.;Con grande piacere li abbiamo quindi informati che dovranno vedersela da soli.;Nagyon felvillanyozott minket, amikor elmondhattuk nekik, hogy saj醫 maguk v韛j醟 meg ezt a h醔or鷗.;S pot鞖en韒 jsme jim sd靗ili, 瀍 jsou v tom sami.;;;;;;x,,,,,
WEMILALLDISHONOUR_LOG;我们已撕毁与$ACTOR$的盟约。;$ACTOR$ : nous avons d閟avou?notre alliance avec ce pays.;Wir haben unser B黱dnis mit $ACTOR$ missachtet.;Nie honorujemy naszego sojuszu z $ACTOR$.;Hemos incumplido nuestra alianza con $ACTOR$.;Non abbiamo rispettato la nostra alleanza con: $RECIPIENT$.;Elutas韙ottuk a k鰒etkez鮲el val?katonai sz鰒ets間et: $ACTOR$.;Nedodr瀍li jsme svoji alianci s $ACTOR$.;;;;;;x,,,,,,,,,,,,,
WEMILALLDISHONOUR_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,,,,
WEMILALLDISHONOUR_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,,,,
WEMILALLDISHONOUR_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,,,,,,,,
WEMILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_SETUP;当某国拒绝履行与他国的盟约;Quand une nation trahit une alliance militaire avec une nation tierce;Wenn ein Land ein Milit鋜b黱dnis mit einem anderen Land missachtet;Kiedy pa駍two nie honoruje sojuszu wojskowego z innym krajem;Cuando una naci髇 incumple una alianza militar con otra naci髇;Quando una nazione non rispetta l'alleanza militare con un'altra nazione;Mikor egy nemzet elutas韙ja egy m醩ik nemzet katonai sz鰒ets間閠;Kdy?n醨od  nedodr烅 sv?vojensk?z醰azky k jin閙u n醨odu;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_2;$MONARCHTITLE$，$RECIPIENT$已决定;$MONARCHTITLE$, $RECIPIENT$ a trahi;$MONARCHTITLE$, $RECIPIENT$ missachteten ihr ;$RECIPIENT$ nie honoruj?;$MONARCHTITLE$, $RECIPIENT$ han incumplido su;$MONARCHTITLE$, $RECIPIENT$ non ha rispettato la sua;$RECIPIENT$ visszautas韙otta a ;$MONARCHTITLE$, $RECIPIENT$ nedodr瀍l sv?;;;;;x,,,,,,,
OTHERMILALLDISHONOUR_3;不履行与$ACTOR$;L'ALLIANCE MILITAIRE;Milit鋜b黱dnis;SOJUSZU WOJSKOWEGO;ALIANZA MILITAR;ALLEANZA MILITARE;KATONAI SZ諺ETS蒅ET;VOJENSK?Z罺AZKY;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_4;并肩作战;avec;mit;z;con;con:;a k鰒etkez鮲el szemben;vi;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_5;的盟约;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_6;白痴!他们内讧越厉害，我们力量越强大。;Idiots ! Plus ils seront divis閟, plus vite ils seront ?notre merci.;Diese Narren, je mehr sie sich streiten, desto schneller werden sie uns anheim fallen!;G硊pcy. Im bardziej b阣?podzieleni, tym szybciej ich podbijemy.;nsensatos! Cuanto m醩 divididos est閚, m醩 r醦ido caer醤 bajo nuestro poder.;Stolti, pi?sono divisi tra loro, pi?in fretta cadranno ai nostri piedi.;Bolondok, min閘 megosztottabbak, ann醠 k鰊nyebben v間z黱k vel黭.;Bl醶ni, 桧m v韈 spor?budou m韙, t韒 dv je pokome.;;;;;;x
OTHERMILALLDISHONOUR_LOG;$RECIPIENT$拒绝履行与$ACTOR$的盟约。;$RECIPIENT$ : ce pays a trahi son alliance avec $ACTOR$.;$RECIPIENT$ missachtete ihr B黱dnis mit $ACTOR$.;Pa駍two $RECIPIENT$ nie honoruje sojuszu z $ACTOR$.;$RECIPIENT$ incumpli?su alianza con $ACTOR$.;$RECIPIENT$ non ha rispettato l'alleanza con: $ACTOR$.;$RECIPIENT$ visszautas韙otta a k鰒etkez鮲el val?sz鰒ets間et: $ACTOR$.;$RECIPIENT$ nedodr瀍l sv?spojenectv?s $ACTOR$.;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_BTN1;$RECIPIENT$拒绝加入$ACTOR$与$TARGETLIST$的战争。;$RECIPIENT$ a refus?de rejoindre la guerre que $ACTOR$ m鑞e contre $TARGETLIST$.;$RECIPIENT$ weigerte sich, $ACTOR$s im Krieg gegen $TARGETLIST$ zu unterst黷zen.;Pa駍two $RECIPIENT$ odmawia $ACTOR$ i nie zamierza wypowiada?wojny $TARGETLIST$.;$RECIPIENT$ rechazaron unirse a $ACTOR$s en la guerra contra $TARGETLIST$.;$RECIPIENT$ non si ?unito a: $ACTOR$ nella guerra contro: $TARGETLIST$.;$RECIPIENT$ elutas韙otta a/az $ACTOR$ val?sz鰒ets間et a k鰒etkez?ellen: $TARGETLIST$.;$RECIPIENT$ se odm韙l p鴌pojit k $ACTOR$ ve v醠ce proti $TARGETLIST$.;;;;;;x,,,,,,,,,,,,
OTHERMILALLDISHONOUR_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,,,,
OTHERMILALLDISHONOUR_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Menj ide;P鴈j韙 na;;;;;;x,
OTHERMILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x,
WENAP_SETUP;当我们签署一项互不侵犯条约;Quand nous signons un pacte de non-agression;Wenn wir einen Nichtangriffspakt unterzeichnen;;Cuando establecemos un pacto de no agresi髇;;;;;;;;;x,
WENAP_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
WENAP_1;互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
WENAP_2;$MONARCHTITLE$，我们已决定签署;$MONARCHTITLE$, nous avons d閏id?de signer un;$MONARCHTITLE$, wir haben uns zur Unterzeichnung eines;;$MONARCHTITLE$, hemos decidido firmar un;;;;;;;;;x
WENAP_3;与;pacte de non-agression;Nichtangriffspakts;;pacto de no agresi髇;;;;;;;;;x,
WENAP_4;$RECIPIENT$;avec;mit;;con;;;;;;;;;x,
WENAP_5;的互不侵犯条约;$RECIPIENT$;$RECIPIENT$ entschlossen.;;$RECIPIENT$;;;;;;;;;x,
WENAP_6;我们已不能对他们宣战;Nous ne pouvons plus leur d閏larer la guerre.;Wir k鰊nen ihnen nicht l鋘ger den Krieg erkl鋜en,;;Ya no podemos declararles la guerra.;;;;;;;;;x,
WENAP_LOG;我们签署了与$RECIPIENT$的互不侵犯条约。;Nous avons constitu?un pacte de non-agression avec $RECIPIENT$.;Wir unterzeichneten einen Nichtangriffspakt mit $RECIPIENT$.;;Formamos un pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
WENAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WENAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WENAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WENAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYNAP_SETUP;当他国接受我们提议的互不侵犯条约;Quand une autre nation accepte notre pacte de non-agression;Wenn eine andere Nation unseren Nichtangriffspakt akzeptiert;;Cuando otra naci髇 acepta nuestro pacto de no agresi髇;;;;;;;;;x,
THEYNAP_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x,
THEYNAP_1;互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
THEYNAP_2;$MONARCHTITLE$，$RECIPIENT$已决定;$MONARCHTITLE$, $RECIPIENT$ ont d閏id?d';$MONARCHTITLE$, $RECIPIENT$ beschlossen die;;$MONARCHTITLE$, $RECIPIENT$ ha decidido;;;;;;;;;x
THEYNAP_3;接受;ACCEPTER;AKZEPTIERUNG;;ACEPTAR;;;;;;;;;x,
THEYNAP_4;我们提议的;notre;unseres;;nuestra;;;;;;;;;x,
THEYNAP_5;互不侵犯条约;pacte de non-agression.;Nichtangriffspakts;;pacto de no agresi髇;;;;;;;;;x,
THEYNAP_6;我们已不能对他们宣战;Nous ne pouvons plus leur d閏larer la guerre.;Wir k鰊nen ihnen nicht l鋘ger den Krieg erkl鋜en.;;Ya no podemos declararles la guerra.;;;;;;;;;x,
THEYNAP_LOG;我们签署了与$RECIPIENT$的互不侵犯条约。;Nous avons constitu?un pacte de non-agression avec $RECIPIENT$.;Wir unterzeichneten einen Nichtangriffspakt mit $RECIPIENT$.;;Formamos un pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
THEYNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
THEYNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHERNAP_SETUP;当他国互相签订互不侵犯条约;Quand d'autres nations signent un pacte de non-agression;Wenn andere Nationen einen Nichtangriffspakt unterzeichnen.;;Cuando otra naci髇 firma un pacto de no agresi髇.;;;;;;;;;x,
OTHERNAP_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x,
OTHERNAP_1;互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
OTHERNAP_2;$MONARCHTITLE$，$ACTOR$已决定签署;$MONARCHTITLE$, $ACTOR$ ont d閏id?de signer un;$MONARCHTITLE$, $ACTOR$ beschlossen die Unterzeichnung eines;;$MONARCHTITLE$, $ACTOR$ ha decidido firmar un;;;;;;;;;x
OTHERNAP_3;与;pacte de non-agression;Nichtangriffspakts;;pacto de no agresi髇;;;;;;;;;x,
OTHERNAP_4;$RECIPIENT$;avec;mit;;con;;;;;;;;;x,
OTHERNAP_5;的互不侵犯条约;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x,
OTHERNAP_6;他们已不能对彼此宣战;Ils ne peuvent plus se d閏larer la guerre.;Sie k鰊nen einander nicht l鋘ger den Krieg erkl鋜en.;;Ya no pueden declararse la guerra entre ellos.;;;;;;;;;x,
OTHERNAP_LOG;$ACTOR$已签署与$RECIPIENT$的互不侵犯条约。;$ACTOR$ a sign?un pacte de non-agression avec $RECIPIENT$.;$ACTOR$ unterzeichnete einen Nichtangriffspakt mit $RECIPIENT$.;;$ACTOR$ firm?un pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
OTHERNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHERNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
WECANCELNAP_SETUP;当我们撕毁互不侵犯条约;Quand nous annulons un pacte de non-agression.;Wenn wir einen Nichtangriffspakt aufk黱digen;;Cuando cancelamos un pacto de no agresi髇;;;;;;;;;x,
WECANCELNAP_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
WECANCELNAP_1;撕毁互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
WECANCELNAP_2;$MONARCHTITLE$，我们已决定取消;$MONARCHTITLE$, nous avons d閏id?d'annuler notre;$MONARCHTITLE$, wir beschlossen, unseren;;$MONARCHTITLE$, hemos decidido cancelar nuestro;;;;;;;;;x
WECANCELNAP_3;与;pacte de non-agression;Nichtangriffspakt;;pacto de no agresi髇;;;;;;;;;x,
WECANCELNAP_4;$RECIPIENT$;avec;mit;;con;;;;;;;;;x,
WECANCELNAP_5;的互不侵犯条约;$RECIPIENT$;$RECIPIENT$ aufzuk黱digen;;$RECIPIENT$;;;;;;;;;x,
WECANCELNAP_6;我们现在能对他们宣战了。;Nous pouvons leur d閏larer la guerre.;Wir k鰊nen ihnen nun den Krieg erkl鋜en.;;Ahora podemos declararles la guerra.;;;;;;;;;x,
WECANCELNAP_LOG;我们撕毁了与$RECIPIENT$的互不侵犯条约。;Nous avons annul?notre pacte de non-agression avec $RECIPIENT$.;Wir k黱digten unseren Nichtangriffspakt mit $RECIPIENT$ auf.;;Cancelamos un pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
WECANCELNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WECANCELNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WECANCELNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WECANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHERCANCELNAP_SETUP;当他国撕毁互不侵犯条约;Quand une autre nation annule un pacte de non-agression.;Wenn eine andere Nation einen Nichtangriffspakt aufk黱digt. ;;Cuando otra naci髇 cancela un pacto de no agresi髇.;;;;;;;;;x,
OTHERCANCELNAP_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x,
OTHERCANCELNAP_1;撕毁互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
OTHERCANCELNAP_2;$MONARCHTITLE$，$ACTOR$已决定撕毁;$MONARCHTITLE$, $ACTOR$ a d閏id?d'annuler leur;$MONARCHTITLE$, $ACTOR$ beschlossen die Aufk黱digung ihres;;$MONARCHTITLE$, $ACTOR$ ha decidido cancelar su;;;;;;;;;x
OTHERCANCELNAP_3;与;pacte de non-agression;Nichtangriffspakts;;pacto de no agresi髇;;;;;;;;;x,
OTHERCANCELNAP_4;$RECIPIENT$;avec;mit;;con;;;;;;;;;x,
OTHERCANCELNAP_5;的互不侵犯条约;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x,
OTHERCANCELNAP_6;战争爆发的可能性越来越大。;La guerre est maintenant probable.;Jetzt k鰊nte es Krieg geben.;;La guerra puede estar ahora en las cartas.;;;;;;;;;x,
OTHERCANCELNAP_LOG;$ACTOR$撕毁了与$RECIPIENT$的互不侵犯条约。;$ACTOR$ ont annul?leur pacte de non-agression avec $RECIPIENT$.;$ACTOR$ k黱digten ihren Nichtangriffspakt mit $RECIPIENT$ auf.;;$ACTOR$ cancel?su pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
OTHERCANCELNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERCANCELNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERCANCELNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHERCANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYCANCELNAP_SETUP;当他国撕毁与我国的互不侵犯条约;Quand une autre nation annule le pacte de non-agression avec nous.;Wenn eine andere Nation ihren Nichtangriffspakt mit uns aufk黱digt.;;Cuando otra naci髇 cancela un pacto de no agresi髇 con nosotros.;;;;;;;;;x,
THEYCANCELNAP_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x,
THEYCANCELNAP_1;互不侵犯条约被撕毁;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
THEYCANCELNAP_2;$MONARCHTITLE$，我们与;$MONARCHTITLE$, notre;$MONARCHTITLE$, unser;;$MONARCHTITLE$, nuestro;;;;;;;;;x
THEYCANCELNAP_3;$ACTOR$;pacte de non-agression;Nichtangriffspakt;;pacto de no agresi髇;;;;;;;;;x,
THEYCANCELNAP_4;签署的;avec;mit;;con;;;;;;;;;x,
THEYCANCELNAP_5;互不侵犯条约;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x,
THEYCANCELNAP_6;已被撕毁;a 閠?ANNUL?;wurde AUFGEK躈DIGT.;;Ha sido CANCELADO.;;;;;;;;;x,
THEYCANCELNAP_LOG;$ACTOR$撕毁了与$RECIPIENT$的互不侵犯条约。;$ACTOR$ ont annul?leur pacte de non-agression avec $RECIPIENT$.;$ACTOR$ k黱digten ihren Nichtangriffspakt mit $RECIPIENT$ auf.;;$ACTOR$ cancel?su pacto de no agresi髇 con $RECIPIENT$.;;;;;;;;;x,
THEYCANCELNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYCANCELNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYCANCELNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
THEYCANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
WEREJECTNAP_SETUP;我们拒绝了签署互不侵犯条约的请求;Quand nous refusons un pacte de non-agression;Wenn wir einen Nichtangriffspakt zur點kweisen;;Cuando rechazamos un pacto de no agresi髇;;;;;;;;;x,
WEREJECTNAP_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
WEREJECTNAP_1;拒绝签署互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
WEREJECTNAP_2;$MONARCHTITLE$我们已决定拒绝签署;$MONARCHTITLE$, nous avons d閏id?de rejeter le;$MONARCHTITLE$, wir beschlossen, das Angebot 黚er einen;;$MONARCHTITLE$, hemos decidido rechazar el;;;;;;;;;x
WEREJECTNAP_3;$ACTOR$;pacte de non-agression;Nichtangriffspakt;;pacto de no agresi髇;;;;;;;;;x,
WEREJECTNAP_4;提议的;avec;von;;ofrecido por;;;;;;;;;x,
WEREJECTNAP_5;互不侵犯条约;$ACTOR$;$ACTOR$ zur點kzuweisen;;$ACTOR$;;;;;;;;;x,
WEREJECTNAP_6;我们必须保留自由宣战的权力;Nous avons conserv?notre libert?;Wir haben unsere Freiheit bewahrt.;;Hemos preservado nuestra libertad.;;;;;;;;;x,
WEREJECTNAP_LOG;我们已拒绝与$ACTOR$签署互不侵犯条约。;Nous avons rejet?un pacte de non-agression avec $ACTOR$.;Wir wiesen einen Nichtangriffspakt mit $ACTOR$ zur點k.;;Rechazamos un pacto de no agresi髇 con $ACTOR$.;;;;;;;;;x,
WEREJECTNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEREJECTNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEREJECTNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WEREJECTNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHERREJECTNAP_SETUP;当他国拒绝签署互不侵犯条约;Quand une autre nation refuse un pacte de non-agression;Wenn eine andere Nation einen Nichtangriffspakt zur點kweist.;;Cuando otra naci髇 rechaza un pacto de no agresi髇.;;;;;;;;;x,
OTHERREJECTNAP_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x,
OTHERREJECTNAP_1;拒绝签署互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
OTHERREJECTNAP_2;$MONARCHTITLE$，$RECIPIENT$已拒绝签署;$MONARCHTITLE$, $RECIPIENT$ ont rejet?le;$MONARCHTITLE$, $RECIPIENT$ haben das Angebot 黚er einen;;$MONARCHTITLE$, $RECIPIENT$ ha rechazado el;;;;;;;;;x
OTHERREJECTNAP_3;$RECIPIENT$;pacte de non-agression;Nichtangriffspakt;;pacto de no agresi髇;;;;;;;;;x,
OTHERREJECTNAP_4;提议的;propos?par;von;;ofrecido por;;;;;;;;;x,
OTHERREJECTNAP_5;互不侵犯条约;$RECIPIENT$;$RECIPIENT$ zur點kgewiesen;;$RECIPIENT$;;;;;;;;;x,
OTHERREJECTNAP_6;*;*;*;;*;;;;;;;;;x,
OTHERREJECTNAP_LOG;$RECIPIENT$拒绝签署与$ACTOR$的互不侵犯条约。;$RECIPIENT$ a rejet?un pacte de non-agression avec $ACTOR$.;$RECIPIENT$ wiesen einen Nichtangriffspakt mit $ACTOR$ zur點k.;;$RECIPIENT$ rechaz?un pacto de no agresi髇 con $ACTOR$.;;;;;;;;;x,
OTHERREJECTNAP_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERREJECTNAP_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERREJECTNAP_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHERREJECTNAP_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYREJECTNAP_SETUP;当他国拒绝由我国提出的互不侵犯条约;Quand une autre nation refuse un pacte de non-agression que nous leur proposons.;Wenn eine andere Nation unser Angebot 黚er einen Nichtangriffspakt zur點kweist.;;Cuando otra naci髇 rechaza un pacto de no agresi髇 propuesto por nosotros.;;;;;;;;;x,
THEYREJECTNAP_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
THEYREJECTNAP_1;拒绝签署互不侵犯条约;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresi髇.;;;;;;;;;x,
