xxxx;;;;;;;;;;;;;;x
PATROLTRACK_SETUP;当巡逻队发现舰队时;Lorsqu'une patrouille trouve une flotte;Wenn eine Patrouille eine Flotte findet;;Cuando una patrulla encuentra una flota;;;;;;;;;x,,,,,,
PATROLTRACK_HEADER;$chief_of_navy$报告;Rapports de $chief_of_navy$.;$chief_of_navy$ berichtet:;;$chief_of_navy$ informa.;;;;;;;;;x,,,,,,
PATROLTRACK_1;接触;Contact !;Kontakt!;;ontacto!;;;;;;;;;x,,,,,,
PATROLTRACK_2;$MONARCHTITLE$,;$MONARCHTITLE$,;$MONARCHTITLE$,;;$MONARCHTITLE$, el;;;;;;;;;x,,,,,
AIRATTACKUS_5;$ATTUNIT$\n攻击我方\n$DEFUNIT$;des $ATTUNIT$\nattaquant nos\n$DEFUNIT$.;$ATTUNIT$\nattackiert unsere\n$DEFUNIT$;;$ATTUNIT$\natacando a nuestro\n$DEFUNIT$;;;;;;;;;x,,,,,,
AIRATTACKUS_6;*;*;*;;*;;;;;;;;;x,,,,,,
AIRATTACKUS_LOG;敌方飞机正在$PROV$上空攻击我方飞机。;Des avions ennemis nous ont attaqu閟 au-dessus de la province $PROV$.;Feindflugzeuge greifen uns 黚er $PROV$ an.;;Aviones hostiles nos han atacado sobre $PROV$.;;;;;;;;;x,,,,,,
AIRATTACKUS_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRATTACKUS_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRATTACKUS_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
AIRATTACKUS_MAP;*;*;*;;*;;;;;;;;;x,,,,,,
LANDBATTLEOVER_SETUP;当陆战结束时;Lorsqu'une bataille terrestre est termin閑;Wenn eine Feldschlacht vorbei ist;Kiedy bitwa l筪owa dobiegnie ko馽a;Cuando termina una batalla terrestre;Quando finisce una battaglia di terra;Ha v間e egy sz醨azf鰈di 黷k鰖etnek;Kdy?skon桧 bitva na sou歩;;;;;;x,,,,,,
LANDBATTLEOVER_HEADER;$chief_of_army$ 报告;$chief_of_army$ nous informe que;$chief_of_army$ berichtet:;;$chief_of_army$ nos informa de;;;;;;;;;x,,,,,,
LANDBATTLEOVER_1;$NAME$;$NAME$;Die $NAME$ ;$NAME$ jest sko馽zona!;$NAME$;$NAME$ !;A $NAME$ v間et 閞t!;$NAME$ je u konce!;;;;;;x,,,,,,
LANDBATTLEOVER_2;$MONARCHTITLE$，我方 $RESULT$;$MONARCHTITLE$, nous avons $RESULT$;$MONARCHTITLE$, wir haben;$RESULT$;$MONARCHTITLE$, emos $RESULT$;$MONARCHTITLE$, abbiamo $RESULT$;N閜黱k $RESULT$;$MONARCHTITLE$, zn醡e v齭ledky: $RESULT$;;;;;;x
LANDBATTLEOVER_3;$NAME$!;Les $NAME$ !;Die $NAME$!;$NAME$!;la $NAME$!;$NAME$!;a $NAME$ 黷k鰖etben!;$NAME$!;;;;;;x,,,,,,
LANDBATTLEOVER_4;在战斗中，我方部队共$USNUM$人，战死 $USLOSS$ 人。;Pendant le combat $USLOSS$ de nos $USNUM$ troupes ont 閠?tu閑s.;$RESULT$. W鋒rend des Kampfes wurden $USLOSS$ unserer $USNUM$ Soldaten get鰐et.;Podczas walk zgin瓿o $USLOSS$ z $USNUM$ naszych 縪硁ierzy.;Durante la lucha, $USLOSS$ de nuestras $USNUM$ tropas perecieron.;Nel corso della battaglia, $USLOSS$ dei nostri $USNUM$ uomini sono stati uccisi.;$USLOSS$ veszett oda a $USNUM$ f鮯 sereg黱kb鮨.;V boj韈h padlo $USLOSS$ z na歩ch $USNUM$ voj醟?;;;;;;x,,,
LANDBATTLEOVER_5;$OTHER$ $OTHERRESULT$;$OTHER$;$OTHER$;$OTHER$ - ;$OTHER$;$OTHER$;$OTHER$;$OTHER$;;;;;;x,,,,,,
LANDBATTLEOVER_6;敌方部队共$THEIRNUM$人，战死$THEIRLOST$人。;a $OTHERRESULT$ la bataille. $THEIRLOST$  sur $THEIRNUM$ de leurs troupes ont 閠?tu閑s.;hat die Schlacht $OTHERRESULT$. Von $THEIRNUM$ Soldaten fielen $THEIRLOST$.;$OTHERRESULT$ bitw? Z armii licz筩ej $THEIRNUM$, zgin瓿o $THEIRLOST$ 縪硁ierzy.;ha $OTHERRESULT$ la batalla. De $THEIRNUM$ tropas que ten韆n, han muerto $THEIRLOST$.;ha $OTHERRESULT$ la battaglia. Di $THEIRNUM$ uomini, $THEIRLOST$ sono stati uccisi.;$OTHERRESULT$ a csat醔an. Az ?oldalukon a $THEIRNUM$ f鮞鮨 $THEIRLOST$ veszett oda.;dos醜l $OTHERRESULT$ v boji. Z $THEIRNUM$ voj醟?jich $THEIRLOST$ padlo.;;;;;;x,
LANDBATTLEOVER_LOG;我军 $RESULT$ $NAME$。;Nous avons $RESULT$ $NAME$.;Wir $RESULT$ $NAME$.;$RESULT$ $NAME$.;Hemos $RESULT$ la $NAME$.;Noi abbiamo $RESULT$ $NAME$.;$NAME$ eredm閚ye: $RESULT$.;My jsme dos醜li: $RESULT$ $NAME$.;;;;;;x,,,,,,
LANDBATTLEOVER_BTN1;好的;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x,,,,,,
LANDBATTLEOVER_BTN2;好的;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x,,,,,,
LANDBATTLEOVER_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,
LANDBATTLEOVER_MAP;$RESULT$ ;*;*;*;*;*;*;;;;;;;x,,,,,,
RESULT_LOSS;战败;perdu;verloren;Przegrali渕y;perdido;perso;vesz韙ett;prohra;;;;;;x,,,,,,
RESULT_WON;战胜;gagn?gewonnen;Wygrali渕y;ganado;vinto;nyert;v韙靭stv?;;;;;x,,,,,,
WE;我方;nous;wir;my;nosotros;noi;mi;my;;;;;;x,,,,,,
NAVALBATTLEOVER_SETUP;当海战结束时;Quand une bataille navale est termin閑;Wenn eine Seeschlacht vorbei ist;Kiedy bitwa morska dobiegnie ko馽a;Cuando acaba una batalla naval;Quando finisce una battaglia navale;Ha egy tengeri 黷k鰖etnek v間e;Kdy?skon桧 bitva na mo鴌;;;;;;x,,,,,,
NAVALBATTLEOVER_HEADER;$chief_of_navy$ 报告;$chief_of_navy$ nous informe au sujet de;$chief_of_navy$ berichtet:;;$chief_of_navy$ nos informa que;;;;;;;;;x,,,,,,
NAVALBATTLEOVER_1;$NAME$;$NAME$;Die $NAME$ ist vorbei!;$NAME$ jest sko馽zona!;$NAME$;$NAME$ ?finita!;$NAME$ v間et 閞t!;$NAME$ je u konce!;;;;;;x,,,,,,
NAVALBATTLEOVER_2;$MONARCHTITLE$，我方$RESULT$;$MONARCHTITLE$, nous avons $RESULT$;$MONARCHTITLE$, wir haben $RESULT$;$RESULT$;$MONARCHTITLE$, emos $RESULT$;$MONARCHTITLE$, abbiamo $RESULT$;N閜黱k $RESULT$;$MONARCHTITLE$, zn醡e v齭ledky: $RESULT$;;;;;;x
NAVALBATTLEOVER_3;$NAME$!;$NAME$ !;Die $NAME$!;$NAME$!;la $NAME$!;$NAME$!;a $NAME$ tengeri 黷k鰖etben!;$NAME$!;;;;;;x,,,,,,
NAVALBATTLEOVER_4;敌方;La flotte de;Die Flotten von;Si硑;La flota de;Le forze di:;   ;Jednotky;;;;;;x,,,,,,
NAVALBATTLEOVER_5;$OTHER$;$OTHER$;$OTHER$;$OTHER$ - ;$OTHER$;$OTHER$;$OTHER$ er鮥;$OTHER$;;;;;;x,,,,,,
NAVALBATTLEOVER_6;已经被$OTHERRESULT$。我方损失$SHIPS$，对方损失 $THEIRSHIP$ .;est $OTHERRESULT$. Nous avons perdu $SHIPS$ alors qu'ils en ont perdu $THEIRSHIP$ .;ist $OTHERRESULT$. Wir verloren $SHIPS$, w鋒ren sie $THEIRSHIP$ verloren.;;ha $OTHERRESULT$. Hemos perdido $SHIPS$ y ellos $THEIRSHIP$.;;;;;;;;;x,,,,,,
NAVALBATTLEOVER_LOG;我军 $RESULT$ $NAME$。;Nous avons $RESULT$ $NAME$.;Wir $RESULT$ $NAME$.;$RESULT$ $NAME$.;Hemos $RESULT$ la $NAME$.;Noi abbiamo $RESULT$ $NAME$.;$NAME$ eredm閚ye: $RESULT$.;My jsme dos醜li: $RESULT$ $NAME$.;;;;;;x,,,,,,
NAVALBATTLEOVER_BTN1;好的;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x,,,,,,
NAVALBATTLEOVER_BTN2;好的;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x,,,,,,
NAVALBATTLEOVER_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,
NAVALBATTLEOVER_MAP;$RESULT$ ;*;*;*;*;*;*;;;;;;;x,,,,,,
COMBAT_TRIUMPH;战胜;victorieuse;haben triumphiert;w triumfie;vencedor;trionfante;diadalittas;v韙靭n?;;;;;x,,,,,,
COMBAT_FLEE;败退;en fuite;fliehen;w ucieczce;huido;in fuga;megfutamodott;na 鷗靕u;;;;;;x,,,,,,
MY;我方;mon;Mein;*;mi;Mio;Eny閙;N釟;;;;;;x,,,,,,
COMBAT_WINNERTYPE_THEIR;对方;leur;ihre;ich;de incumplir su;loro;講閗;jejich;;;;;;x,,,,,,
COMBAT_WINNERTYPE_OUR;我方;notre;uns;nasze;nuestra;nostro;Mi閚k;na歟;;;;;;x,,,,,,
AIRBATTLEOVER_SETUP;当空军战斗结束时;Lorsqu'une bataille a閞ienne est termin閑;Wenn eine Luftschlacht vorbei ist;;Cuando acaba una batalla a閞ea;;;;;;;;;x,,,,,,
AIRBATTLEOVER_HEADER;$chief_of_navy$ 报告;$chief_of_navy$ nous informe que;$chief_of_navy$ berichtet:;;$chief_of_navy$ nos informa que;;;;;;;;;x,,,,,,
AIRBATTLEOVER_1;$NAME$;$NAME$.;$NAME$;;$NAME$;;;;;;;;;x,,,,,,
AIRBATTLEOVER_2;$MONARCHTITLE$，我方 $RESULT$;$MONARCHTITLE$, nous avons $RESULT$;$MONARCHTITLE$, wir haben $RESULT$;;$MONARCHTITLE$, emos $RESULT$;;;;;;;;;x,,,,,
AIRBATTLEOVER_3;$NAME$!;$NAME$ !;$NAME$!;;la $NAME$!;;;;;;;;;x,,,,,,
AIRBATTLEOVER_4;敌方;Les forces de;Die Truppen von;;Las fuerzas de;;;;;;;;;x,,,,,,
AIRBATTLEOVER_5;$OTHER$;$OTHER$;$OTHER$;;$OTHER$;;;;;;;;;x,,,,,,
AIRBATTLEOVER_6;已经被$OTHERRESULT$。;sont $OTHERRESULT$.;sind $OTHERRESULT$.;;han $OTHERRESULT$.;;;;;;;;;x,,,,,,
AIRBATTLEOVER_LOG;我军 $RESULT$ $NAME$。;Nous avons $RESULT$ $NAME$.;Wir $RESULT$: $NAME$.;;Hemos $RESULT$ la $NAME$.;;;;;;;;;x,,,,,,
AIRBATTLEOVER_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRBATTLEOVER_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRBATTLEOVER_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
AIRBATTLEOVER_MAP;*;*;*;;*;;;;;;;;;x,,,,,,
BOMBTHEM_SETUP;当我方空军开始轰炸敌军时;Lorsque l'une de nos unit閟 a閞iennes commence ?bombarder l'ennemi;Wenn eine unserer Lufteinheiten den Feind bombardiert;;Cuando una de nuestras unidades a閞eas empieza a bombardear al enemigo.;;;;;;;;;x,,,,,,
BOMBTHEM_HEADER;$chief_of_air$ 报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa que;;;;;;;;;x,,,,,,
BOMBTHEM_1;轰炸开始!;le bombardement a commenc?!;Bombardierung begonnen!;;a comenzado el bombardeo!;;;;;;;;;x,,,,,,
BOMBTHEM_2;$MONARCHTITLE$，我方空军开始了;$MONARCHTITLE$, nos forces a閞iennes ont commenc?par;$MONARCHTITLE$, unsere Luftwaffe begann eine;;$MONARCHTITLE$, nuestra fuerza a閞ea ha comenzado con;;;;;;;;;x,,,,,
BOMBTHEM_3;$ORDER$;$ORDER$;$ORDER$;;$ORDER$;;;;;;;;;x,,,,,,
BOMBTHEM_4;于下列地点;dans ;in;;en;;;;;;;;;x,,,,,,
BOMBTHEM_5;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x,,,,,,
BOMBTHEM_6;$ATTUNIT$\n攻击\n$DEFUNIT$;$ATTUNIT$\nattaquant\n$DEFUNIT$;$ATTUNIT$\nattackiert\n$DEFUNIT$;;$ATTUNIT$\natacando a\n$DEFUNIT$;;;;;;;;;x,,,,,,
BOMBTHEM_LOG;我方空军开始了对$PROV$的$ORDER$行动。;Nos forces a閞iennes ont commenc??$ORDER$ la province $PROV$.;Unsere Luftwaffe hat  $ORDER$ von $PROV$ begonnen.;;Nuestra fuerza a閞ea ha comenzado con $ORDER$ de $PROV$.;;;;;;;;;x,,,,,,
BOMBTHEM_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBTHEM_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBTHEM_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
BOMBTHEM_MAP;*;*;*;;*;;;;;;;;;x,,,,,,
BOMBUS_SETUP;当敌方开始对我军轰炸时;Lorsque nous sommes bombard閟 par des forces ennemies;Wenn der Feind uns bombardiert;;Cuando nos bombardeen fuerzas hostiles;;;;;;;;;x,,,,,,
BOMBUS_HEADER;$chief_of_air$ 报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa de que;;;;;;;;;x,,,,,,
BOMBUS_1;遭到轰炸!;des bombes sont largu閑s sur nous !;Wir werden bombardiert!;;as bombas caen sobre nosotros!;;;;;;;;;x,,,,,,
BOMBUS_2;$MONARCHTITLE$，报告指出敌方空军正在进行;$MONARCHTITLE$, des rapports font 閠at que des avions ennemis;$MONARCHTITLE$, es wird berichtet, dass Feindflugzeuge ;;$MONARCHTITLE$, nos informan que aeronaves hostiles est醤 haciendo un;;;;;;;;;x,,,,,
BOMBUS_3;$ORDER$;$ORDER$ actuellement;$ORDER$;;$ORDER$;;;;;;;;;x,,,,,,
BOMBUS_4;与下列地点;la province;in;;en;;;;;;;;;x,,,,,,
BOMBUS_5;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x,,,,,,
BOMBUS_6;$ATTUNIT$\n攻击\n$DEFUNIT$;$ATTUNIT$\nattaquant\n$DEFUNIT$;$ATTUNIT$\nattackiert\n$DEFUNIT$;;$ATTUNIT$\natacando a\n$DEFUNIT$;;;;;;;;;x,,,,,,
BOMBUS_LOG;敌方飞机开始在$PROV$进行$ORDER$。;Des avions ennemis effectuent un $ORDER$ dans la province $PROV$.;Feindflugzeuge $ORDER$ in $PROV$.;;Aeronaves hostiles realizan un $ORDER$ en $PROV$.;;;;;;;;;x,,,,,,
BOMBUS_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBUS_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBUS_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
BOMBUS_MAP;*;*;*;;*;;;;;;;;;x,,,,,,
BOMBENDTHEM_SETUP;当我方的轰炸行动中止时;Lorsque l'un de nos bombardements se termine.;Wenn einer unser Bombenangriffe endet.;;Cuando finaliza uno de nuestros ataques de bombardeo;;;;;;;;;x,,,,,,
BOMBENDTHEM_HEADER;$chief_of_air$ 报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa de;;;;;;;;;x,,,,,,
BOMBENDTHEM_1;$ORDER$ 结束!;$ORDER$ est termin?!;$ORDER$ beendet!;;?ORDER$ finalizado!;;;;;;;;;x,,,,,,
BOMBENDTHEM_2;我方空军已经完成了对其当前任务$ORDER$，于以下地点;Nos forces a閞iennes ont termin?leur $ORDER$ dans la province;unsere Luftwaffe beendete $ORDER$ in;;Nuestra fuerza a閞ea ha finalizado su $ORDER$ actual en;;;;;;;;;x,,,,,,
BOMBENDTHEM_3;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x,,,,,,
BOMBENDTHEM_4;造成了以下的损害;Cela a produit les d間鈚s suivants :;Mit dem folgenden Schaden;;Han provocado los siguientes da駉s;;;;;;;;;x,,,,,,
BOMBENDTHEM_5;$DAMAGE$。;$DAMAGE$.;$DAMAGE$.;;$DAMAGE$.;;;;;;;;;x,,,,,,
BOMBENDTHEM_6;*;*;*;;*;;;;;;;;;x,,,,,,
BOMBENDTHEM_LOG;在$PROV$进行的$ORDER$行动已经完成;$ORDER$ effectu?dans la province $PROV$;$ORDER$ in $PROV$ ausgef黨rt;;$ORDER$ realizado en $PROV$;;;;;;;;;x,,,,,,
BOMBENDTHEM_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBENDTHEM_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBENDTHEM_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
BOMBENDTHEM_MAP;$ORDER$;*;*;;*;;;;;;;;;x,,,,,,
BOMBENDUS_SETUP;当敌方对我方的轰炸行动终止时;Lorsque nous sommes bombard閟 par des forces ennemies;Wenn wir vom Feind bombardiert werden;;Cuando nos bombardeen fuerzas hostiles;;;;;;;;;x,,,,,,
BOMBENDUS_HEADER;$chief_of_air$ 报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa de que;;;;;;;;;x,,,,,,
BOMBENDUS_1;$ATTACKER_ADJ$ 的空军执行完了 $ORDER$;les avions de $ATTACKER_ADJ$ aircraft avaient $ORDER$;$ATTACKER_ADJ$-Flugzeuge f黨ren $ORDER$ aus;;Aeronaves $ATTACKER_ADJ$ realizaron un $ORDER$;;;;;;;;;x,,,,,,
BOMBENDUS_2;于以下地点;dans la province;in;;en;;;;;;;;;x,,,,,,
BOMBENDUS_3;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x,,,,,,
BOMBENDUS_4;造成了以下的损害;Ceci a produit les d間鈚s suivants :;Mit dem folgenden Schaden;;Han provocado los siguientes da駉s;;;;;;;;;x,,,,,,
BOMBENDUS_5;$DAMAGE$。;$DAMAGE$.;$DAMAGE$.;;$DAMAGE$.;;;;;;;;;x,,,,,,
BOMBENDUS_6;*;*;*;;*;;;;;;;;;x,,,,,,
BOMBENDUS_LOG;$ATTACKER_ADJ$ 的空军对$PROV$进行了$ORDER$，$DAMAGE_SHORT$。;Les avions de $ATTACKER_ADJ$ ont $ORDER$ dans la province $PROV$, $DAMAGE_SHORT$.;$ATTACKER_ADJ$-Flugzeuge f黨ren $ORDER$ aus in $PROV$, $DAMAGE_SHORT$.;;Aeronaves $ATTACKER_ADJ$ realizaron un $ORDER$ en $PROV$, $DAMAGE_SHORT$.;;;;;;;;;x,,,,,
BOMBENDUS_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBENDUS_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
BOMBENDUS_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
BOMBENDUS_MAP;$ORDER$;$ORDER$;*;;*;;;;;;;;;x,,,,,,
BOMB_DAMAGE_BUILDING;破坏了$NAME$，数量：$SIZE$。;D間鈚s subis par $NAME$ ?hauteur de $SIZE$.;Schaden von $SIZE$ gegen $NAME$.;;Da馻ndo a $NAME$ en $SIZE$.;;;;;;;;;x,,,,,,
BOMB_DAMAGE_MEN;击毙士兵 $SIZE$ 人。;$SIZE$ soldats tu閟.;$SIZE$ Soldaten get鰐et.;;Matando $SIZE$ soldados.;;;;;;;;;x,,,,,,
BOMB_DAMAGE_STOCKPILE;摧毁了$NAME$的储量，数量：$SIZE$。;Ressources de $NAME$ r閐uites de $SIZE$.;$NAME$-Vorr鋞e um $SIZE$ reduziert.;;Reduciendo la reserva de recursos de $NAME$ en $SIZE$.;;;;;;;;;x,,,,,,
BOMB_DAMAGE_PRODUCTION;破坏了$NAME$的生产，规模：$SIZE$。;La production de $NAME$ a 閠?endommag閑 ?hauteur de $SIZE$.;$NAME$-Produktion um $SIZE$ besch鋎igt.;;Da馻ndo la producci髇 de $NAME$ en $SIZE$.;;;;;;;;;x,,,,,,
BOMB_DAMAGING_SHIPS;击伤船只。;Navires endommag閟.;Schiffe besch鋎igt.;;Da馻ndo buques.;;;;;;;;;x,,,,,,
BOMB_SINK_SHIP;击沉船只$SUNK$。;$SUNK$ coul閟.;$SUNK$ versenkt.;;Hundiendo $SUNK$.;;;;;;;;;x,,,,,,
