SAVE;´¢´æ;Sauvegarder;Speichern;Zapisz;Guardar;Salvare;Mentés;Uloit;;;;;;x
QUIT;ÍË³ö;Quitter;Beenden;WyjdŸ;Salir;Uscire;Kilépés;Konec;;;;;;x
START;¿ªÊ¼;Commencer;Start;Rozpocznij;Inicio;Avviare;Indítás;Spustit;;;;;;x
CONTINUE;¼ÌĞø;Continuer;Fortfahren;Kontynuuj;Continuar;Continuare;Folytatás;Pokraèovat;;;;;;x
CONNECTED;ÒÑÁ¬½Ó¡£;Connecté.;Verbindung aktiv.;Po³¹czony.;Conectado.;Connesso.;Kapcsolódva.;Pøipojeno.;;;;;;x
NAME_TAKEN;ÄãÒÑ±»»÷°Ü£¬ÇëÀë¿ª²¢Ñ¡ÔñÆäËûÓÎÏ·¡£;Votre nom est déjà utilisé. Veuillez quitter et en choisir un autre.;Dieser Name ist bereits vergeben. Bitte beenden Sie und wählen einen anderen.;Nazwa jest ju¿ zajêta. Wybierz inn¹.;El nombre elegido ya está en uso. Por favor, sal y selecciona otro.;Nome esistente. Uscire e selezionare un altro nome.;Ezt a nevet már használják. Kérlek, válassz másikat.;Toto jméno není k dispozici. Vyberte si jiné jméno.;;;;;;x
CONNECTING;Á¬½ÓÖĞ¡­¡­;Connexion…;Verbindung wird hergestellt …;Trwa ³¹czenie...;Conectando...;Connessione in corso...;Kapcsolódás…;Pøipojení…;;;;;;x
BANNED;ÄãÒÑ±»´ËÓÎÏ··â½û;Vous avez été banni de cette partie;Sie wurden von diesem Spiel ausgeschlossen;Masz zakaz uczestnictwa w tej grze.;Has sido vetado para esta partida;Sei stato espulso dalla partita.;Ki vagy tiltva ebbõl a játékból;Byl vám zakázán pøístup k této høe;;;;;;x
CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;La connexion a échoué !;Verbindungsherstellung fehlgeschlagen!;Nie uda³o siê po³¹czyæ!;¡Fallo de conexión!;Connessione non riuscita!;Kapcsolódás sikertelen!;Pøipojení se nezdaøilo!;;;;;;x
GAME_NOT_FOUND;Ã»ÓĞÕÒµ½ÓÎÏ·¡£;Partie introuvable.;Spiel nicht gefunden.;Nie znaleziono gry.;No se ha encontrado la partida.;Partita non rilevata.;Játék nem található;Hra nebyla nalezena.;;;;;;x
WAITING_FOR_PLAYERS;µÈ´ıÍæ¼Ò¡­¡­;En attente de joueurs…;Warte auf Spieler ...;Oczekiwanie na graczy...;Esperando jugadores...;In attesa di altri giocatori...;Várakozás a játékosokra…;Èekám na hráèe...;;;;;;x
ALL_PLAYERS_HERE;ËùÓĞÍæ¼Ò¾ÍÎ»¡£;Tous les joueurs présents.;Alle Spieler anwesend.;Wszyscy gracze obecni.;Todos los jugadores presentes.;Tutti i giocatori sono presenti.;Minden játékos jelen van.;Všichni hráèi jsou zde.;;;;;;x
LOOKING_FOR_HOST;ËÑÑ°Ö÷»ú¡­¡­;Recherche de l'hôte…;Suche nach Host ...;Trwa poszukiwanie gospodarza...;Buscando anfitrión...;Ricerca host in corso...;Kiszolgáló keresése…;Hledání hostitele...;;;;;;x
LOST_PLAYER;Ò»¸öÍæ¼ÒÒÑ¾­¶ªÊ§¡­¡­;Un joueur a été perdu…;Die Verbindung eines Spielers wurde getrennt ...;Gracz jest niedostêpny...;Se ha perdido un jugador...;Un giocatore è stato perduto...;Egy játékos eltûnt…;Hráè byl ztracen...;;;;;;x
SERVER_LOST;·şÎñÆ÷ÒÑ¾­¶ªÊ§¡£;La connexion avec le serveur a été perdue.;Die Serververbindung wurde getrennt.;Serwer jest niedostêpny.;Se ha perdido el servidor.;Il server non è più collegato.;A kapcsolat a szerverrel megszakadt.;Server byl ztracen.;;;;;;x
JOIN_IP_TITLE;ÊäÈëIPµØÖ·¡­¡­;Saisissez l'adresse IP…;IP-Adresse eingeben …;WprowadŸ adres IP...;Introduce la dirección IP...;Immettere un indirizzo IP...;Írd be az IP címet:;Zadejte adresu IP...;;;;;;x
HOST_TITLE;ÊäÈëÄãµÄÓÎÏ·Ãû³Æ¡­¡­;Saisissez le nom de votre partie…;Geben Sie den Namen Ihres Spiels ein...;WprowadŸ nazwê gry...;Introduce el nombre de tu partida...;Immettere il nome della partita...;Írd be a játék nevét…;Zadejte název své hry...;;;;;;x
HOST_BUTTON;Ö÷»ú;Hôte;Host;Stwórz grê.;Anfitrión;Host;Kiszolgáló;Hostitel;;;;;;x
JOIN_BUTTON;¼ÓÈë;Rejoindre;Beitreten;Do³¹cz;Unirse a una;Partecipare;Csatlakozás;Pøipojit;;;;;;x
LOG_SETTING_LOG;ÔÚÈÕÖ¾ÖĞÏÔÊ¾¡£;Afficher dans l'historique.;In Log anzeigen.;Poka¿ w dzienniku.;Mostrar en el registro.;Visualizzare nella cronologia.;Naplózás megjelenítése;Zobrazit v protokolu.;;;;;;x
LOG_SETTING_POPUP;´ò¿ªµ¯³ö´°¿Ú¡£;Ouvrir une fenêtre de popup.;Popup-Fenster aufrufen.;Otwórz okno.;Abrir ventana emergente.;Aprire una finestra popup.;Felugró ablak megnyitása;Zobrazit rozevírací okno.;;;;;;x
LOG_SETTING_MAP;ÔÚµØÍ¼ÉÏÏÔÊ¾¡£;Montrer sur la carte.;Auf Karte zeigen.;Poka¿ na mapie.;Mostrar sobre el mapa.;Visualizzare sulla mappa.;Térképen való jelölés;Zobrazit na mapì.;;;;;;x
LOG_SETTING_IDLE;ÏÔÊ¾ÎªÏĞÖÃĞÅÏ¢¡£;Afficher en tant que message Inactif.;Als Idle-Nachricht anzeigen.;Wyœwietl jako wiadomoœæ nieaktywn¹.;Mostrar como mensaje secundario.;Visualizzare come messaggio inattivo.;Üresjárati üzenetként való megjelenítés;Zobrazit jako zprávu o neèinnosti.;;;;;;x
QUIT_TITLE;ÍË³öÓÎÏ·;Quitter le jeu;Spiel beenden;WyjdŸ z gry;Abandonar el juego;Uscire dal gioco;Kilépés;Ukonèit hru;;;;;;x
QUIT_DESC;ÄãÈ·¶¨ÒªÍË³öÓÎÏ·²¢·µ»Ø×ÀÃæÂğ£¿;Êtes-vous sûr de vouloir quitter le jeu et retourner au bureau ?;Möchten Sie wirklich beenden und zum Desktop zurückkehren?;Czy na pewno chcesz wyjœæ z gry do Windows?;¿Estás seguro de que deseas abandonar y volver al escritorio?;Uscire e tornare al desktop?;Biztos vagy benne, hogy ki szeretnél lépni a játékból?;Opravdu chcete ukonèit hru?;;;;;;x
ZOOM_IN;·Å´ó;Zoomervers l'avant;Vergrößern.;Powiêksz;Acerca el zoom;Ingrandire.;Közelítés;Zaostøit nablízko.;;;;;;x
ZOOM_OUT;ËõĞ¡;Zoomer vers l'arrière;Verkleinern.;Pomniejsz;Aleja el zoom;Rimpicciolire.;Távolítás;Zaostøit na dálku.;;;;;;x
RESIGN_TITLE;·ÅÆúÓÎÏ·;Abandonner la partie;Spiel aufgeben;Zakoñcz grê;Renunciar a partida;Abbandonare la partita;Játék feladása;Odstoupit ze hry;;;;;;x
RESIGN_DESC;ÄãÈ·¶¨Òª·ÅÆúÓÎÏ·²¢·µ»ØÖ÷²Ëµ¥Âğ£¿;Êtes-vous sûr de vouloir abandonner et retourner au menu principal ?;Möchten Sie aufgeben und zum Hauptmenü zurückkehren?;Czy naprawdê chcesz skoñczyæ grê i wróciæ do menu g³ównego?;¿Estás seguro de que deseas renunciar a esta partida y volver al escritorio?;Abbandonare la partita e tornare al menu principale?;Biztos vagy benne, hogy feladod, és visszatérsz a fõmenübe?;Opravdu chcete ukonèit hru a vrátit se do hlavní nabídky?;;;;;;x
SCAN;ËÑË÷;Rechercher;Scan;Skanuj;Escanear;Scansione;Keres;Skenování;;;;;;x
STOP_SCAN;Í£Ö¹ËÑË÷;Arrêter la recherche;Stop;Przerwij skanowanie;Detener escaneado;Interrompere scansione;Keresés megállítása;Zastavit skenování;;;;;;x
TIP_KICK;Ìß³ıÍæ¼Ò;Expulser le joueur;Spieler hinauswerfen;Wyrzuæ gracza;Expulsar jugador;Espelli giocatore;Játékos kirúgása;Vylouèit hráèe;;;;;;x
TIP_BAN;ÔÚ±¾´ÎÍ¨Ñ¶ÖĞ·â½ûÍæ¼Ò;Bannir le joueur pour la durée de cette session;Spieler für die Dauer dieser Session ausschließen;Zabroñ graczowi uczestnictwa w grze na czas trwania tej sesji.;Vetar al jugador durante el resto de la sesión.;Bandisci il giocatore fino al termine della sessione;Játékos kitiltása egy ideig ebbõl a játékból;Zakázat hráèi pøístup po zbytek relace;;;;;;x
PLAYER_KICKED;$NAME$±»Ö÷»úÌß³ı¡£;$NAME$ a été expulsé par l'hôte.;$NAME$ wurde vom Host hinausgeworfen.;$NAME$ zosta³ usuniêty z gry przez gospodarza.;$NAME$ fue expulsado por el anfitrión.;Il giocatore $NAME$ è stato espulso dall'host.;$NAME$-t kirúgta a hoszt.;$NAME$ byl hostitelem vylouèen.;;;;;;x
PLAYER_BANNED;$NAME$±»Ö÷»ú·â½û¡£;$NAME$ a été banni par l'hôte.;$NAME$ wurde vom Host ausgeschlossen.;$NAME$ zosta³ zablokowany przez gospodarza.;$NAME$ fue vetado por el anfitrión.;Il giocatore $NAME$ è stato bandito dall'host.;$NAME$-t bannolta a hoszt.;$NAME$ byl hostitelem potrestán.;;;;;;x
YOUKICKED;ÓÉÓÚÄãµÄ²»µ±ĞĞÎª£¬ÄãÒÑ¾­±»Ö÷»úÌß³ı£¡;Votre mauvais comportement vous a valu de vous faire expulser par l'hôte !;Sie wurden vom Host für Ihre bösen Taten hinausgeworfen!;Za swoje nikczemne czyny zosta³eœ usuniêty z gry przez gospodarza!;¡El anfitrión te ha vetado por tu mal comportamiento!;Sei stato espulso dall'host per il tuo comportamento scorretto!;Ördögi cselekedeteid miatt kirúgott a hoszt!;Byli jste ze hry vylouèeni hostitelem!;;;;;;x
BAD_VERSION;Ö÷»úÓÎÏ·ÎªÁíÒ»¸ö°æ±¾£¡;L'hôte possède une autre version du jeu !;Der Host hat eine andere Spielversion!;Gospodarz ma inn¹ wersjê gry!;¡El anfitrión tiene otra versión del juego!;L'host ha una versione diversa del gioco!;A hosztnak más a játékverziója.;Hostitel pouívá jinou verzi hry!;;;;;;x
JOINED_CHANNEL;¼ÓÈë$CHAN$ÆµµÀ¡£;Canal $CHAN$ rejoint.;Kanal $CHAN$ beitreten.;Do³¹czy³ do kana³u $CHAN$.;Te has unido al canal $CHAN$.;Partecipa al canale $CHAN$.;Csatlakoztál a szobához: $CHAN$.;Pøipojili jste se ke kanálu $CHAN$.;;;;;;x
USER_JOINED_CHANNEL;$NAME$¼ÓÈëÁËÆµµÀ¡£;$NAME$ a rejoint le canal.;$NAME$ ist dem Kanal beigetreten.;Gracz $NAME$ do³¹czy³ do kana³u.;$NAME$ se unió al canal.;Il giocatore $NAME$ partecipa al canale.;$NAME$ csatlakozott a szobához.;$NAME$ se pøipojil ke kanálu.;;;;;;x
USER_LEFT_CHANNEL;$NAME$Àë¿ªÁËÆµµÀ¡£;$NAME$ a quitté le canal.;$NAME$ hat den Kanal verlassen.;$NAME$ opuœci³ kana³.;$NAME$ abandonó canal.;Il giocatore $NAME$ ha lasciato il canale.;$NAME$ elhagyta a szobát.;$NAME$ opustil kanál.;;;;;;x
METASERVER_GAME_INFO;´´½¨Õß£º$CREATOR$\nÈÕÆÚ£º$DATE$;Créateur : $CREATOR$ \n Date : $DATE$;Ersteller: $CREATOR$ \n Datum: $DATE$;Twórca: $CREATOR$ \n Dane: $DATE$;Creador: $CREATOR$ \n Fecha: $DATE$;Creatore: $CREATOR$ \n Data: $DATE$;Tulajdonos: $CREATOR$ \n Dátum: $DATE$;Tvùrce: $CREATOR$ \n Datum: $DATE$;;;;;;x
MESSAGE_IS_POPUP;´ËÀàĞÅÏ¢½«$TRUTH$ÏÔÊ¾ÓÚµ¯³ö´°¿ÚÖĞ¡£;Ce type de message $TRUTH$ est actuellement affiché comme popup.;Dieser Nachrichtentyp wird momentan $TRUTH$ als Popup angezeigt.;Ten rodzaj wiadomoœci aktualnie $TRUTH$ wyœwietlany w oknie.;Este tipo de mensaje actualmente $TRUTH$ representado en una ventana emergente.;Questo tipo di messaggio al momento $TRUTH$ visualizzato come popup.;Az üzenettípus megjelenik elõugró ablakként:;Tato zpráva se právì $TRUTH$ zobrazila v rozevíracím oknì.;;;;;;x
MESSAGE_IS_LOG;´ËÀàĞÅÏ¢½«$TRUTH$ÏÔÊ¾ÓÚÈÕÖ¾ÖĞ¡£;Ce type de message $TRUTH$ est actuellement affiché dans l'historique.;Dieser Nachrichtentyp wird momentan $TRUTH$ im Log angezeigt.;Ten rodzaj wiadomoœci aktualnie $TRUTH$ wyœwietlany w dzienniku gry.;Este tipo de mensaje actualmente $TRUTH$ representado en el registro.;Questo tipo di messaggio al momento $TRUTH$ visualizzato nella cronologia.;Az üzenettípus látható az üzenetnaplóban: ;Tato zpráva se právì $TRUTH$ zobrazila v protokolu.;;;;;;x
MESSAGE_IS_ONMAP;´ËÀàĞÅÏ¢½«$TRUTH$ÏÔÊ¾ÓÚµØÍ¼ÉÏ£¨Èç¹û¿ÉÓÃ£©¡£;Ce type de message $TRUTH$ est actuellement affiché sur la carte (si applicable);Dieser Nachrichtentyp wird momentan $TRUTH$ auf der Karte angezeigt (falls möglich).;Ten rodzaj wiadomoœci aktualnie $TRUTH$ wyœwietlany na mapie (w stosownych przypadkach).;Este tipo de mensaje actualmente $TRUTH$ representado en el mapa (si procede).;Questo tipo di messaggio al momento $TRUTH$ visualizzato sulla mappa (se appropriato).;Az üzenettípus látható a térképen: ;Tato zpráva se právì $TRUTH$ zobrazila na mapì (je-li k dispozici).;;;;;;x
MESSAGE_SETTING_TRUE;ÊÇ;est;ist;jest;está;è;BE;je;;;;;;x
MESSAGE_SETTING_FALSE;·ñ;n'est pas;ist nicht;nie jest;no está;non è;KI;není;;;;;;x
MENU_BAR_SAVE_GAME;´¢´æÓÎÏ·;Sauvegarder la partie;Spiel speichern;Zapisz grê;Guardar partida;Salva partita;Mentés;Uloit hru;;;;;;x
MENU_BAR_GAME_OPTIONS;ÓÎÏ·Ñ¡Ïî;Options de jeu;Spieloptionen;Opcje gry;Opciones del juego;Opzioni di gioco;Beállítások;Herní nastavení;;;;;;x
MENU_BAR_GAME_RESIGN;·ÅÆúÓÎÏ·;Abandonner;Partie Beenden;Zrezygnuj;Renunciar;Abbandona;Feladás;Rezignovat;;;;;;x
MENU_BAR_MESSAGE_SETTINGS;ĞÅÏ¢ÉèÖÃ;Paramètres des messages;Nachrichten-Einstellungen;Ustawienia wiadomoœci;Configuración de los mensajes;Impostazione dei messaggi;Üzenetek beállításai;Nastavení zpráv;;;;;;x
MENU_BAR_QUIT;ÍË³öÓÎÏ·;Quitter;Beenden;Wyjœcie;Salir;Uscire;Kilépés;Konec;;;;;;x
MENU_BAR_CLOSE;¹Ø±Õ;Fermer;Schließen;Zamknij;Cerrar;Chiudere;Bezárás;Zavøít;;;;;;x
MENU_BAR_SAVE;´¢´æ;Sauvegarder;Speichern;Zapisz;Guardar;Salvare;Mentés;Uloit;;;;;;x
MENU_BAR_SAVE_GAME_FILENAME;´¢´æÎÄ¼şÃûÎª£º;Nom du fichier de la partie sauvegardée :;Dateinamen speichern:;Nazwa zapisanego pliku:;Nombre de archivo de partida guardada:;Nome file salvataggio:;Mentés fájlneve:;Název uloené hry:;;;;;;x
CHAT_ALLIES;ÃË¹ú;Alliés;Verbündete;Sojusz.;Aliados;Alleati;Szövetségesek;Spojenci;;;;;;x
CHAT_FOES;µĞÈË;Ennemis;Feinde;Wrog.;Enemigos;Nemici;Ellenségek;Nepøátelé;;;;;;x
CHAT_ALL;È«²¿;Tous;Alle;Wszyscy;Todos;Tutti;Mindenki;Všichni;;;;;;x
CHATMESSAGE_SETUP;µ±Äã½ÓÊÕµ½Ò»ÌõÁÄÌìĞÅÏ¢;Lorsque vous recevez un message sur le chat;Wenn Sie eine Chatmessage erhalten;Kiedy otrzymujesz wiadomoœæ;Cuando recibes un mensaje de diálogo;Quando ricevi un messaggio chat;Ha üzenetet kapsz;Kdy obdríte zprávu;;;;;;x
CHATMESSAGE_HEADER;ÁÄÌìĞÅÏ¢;Message de chat;Chatmessage;Wiadomoœæ;Mensaje de diálogo;Messaggio chat;Csevejüzenet;Zpráva;;;;;;x
CHATMESSAGE_1;ÊÕµ½ĞÂĞÅÏ¢;Communication entrante,;Kommunikationseingang;Przychodz¹ca wiadomoœæ;Comunicación entrante,;Comunicazione in arrivo,;Bejövõ üzenet;Pøíchozí rozhovor,;;;;;;x
CHATMESSAGE_2;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_3;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;;;;;;x
CHATMESSAGE_4;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_5;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_6;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_LOG;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;;;;;;x
CHATMESSAGE_BTN1;ºÃ;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x
CHATMESSAGE_BTN2;ºÃ;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x
CHATMESSAGE_BTN3;²é¿´;Aller à;GOTO;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
CHATMESSAGE_MAP;*;*;*;*;*;*;*;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
# Meta Server;;;;;;;;;;;;;;x
MS_USERNAME;ÓÃ»§Ãû£º;Nom d'utilisateur :;Benutzername:;Nazwa u¿ytkownika;Nombre de usuario:;Nome utente:;Felhasználói név:;Jméno uivatele:;;;;;;x
MS_PASSWORD;ÃÜÂë£º;Mot de passe :;Kennwort:;Has³o;Contraseña:;Password:;Jelszó:;Heslo:;;;;;;x
MS_CREATE_GAME;´´½¨ÓÎÏ·;Créer une partie;Spiel erstellen;Stwórz grê;Crear juego;Creare partita;Új játék;Vytvoøit hru;;;;;;x
MS_NAME;Ãû³Æ£º;Nom :;Name:;Nazwa:;Nombre:;Nome:;Név;Jméno:;;;;;;x
MS_USE_PASSWORD;Ê¹ÓÃÃÜÂë;Utiliser un mot de passe;Kennwort benutzen;U¿yj has³a;Usar contraseña;Usare password;Jelszó használata;Pouít heslo;;;;;;x
MS_JOIN_GAME;¼ÓÈëÓÎÏ·;Rejoindre la partie;Spiel beitreten;Do³¹cz do gry;Unirse al juego;Partecipare alla partita;Csatlakozás sikertelen;Pøipojit ke høe;;;;;;x
MS_PASSWD;ÃÜÂë;Mot de passe;Kennwort;Has³o;Contraseña;Password;Jelszó;Heslo;;;;;;x
MS_ALERT;¾¯¸æ;Alerte;Benachrichtigung;Powiadomienie;Alerta;Avvertimento;Riadó;Vıstraha;;;;;;x
MS_CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;La connexion a échoué !;Verbindung nicht zustande gekommen!;Nie uda³o siê po³¹czyæ!;¡Fallo de conexión!;Connessione non riuscita!;Csatlakozás sikertelen;Pøipojení se nezdaøilo!;;;;;;x
MS_CHANNELS;ÆµµÀ;Canaux;Kanäle;Kana³y;Canales;Canali;Csatornák;Kanály;;;;;;x
MS_METASERVER_LOGIN;·şÎñÆ÷µÇÂ½;Se connecter au métaserveur;Metaserver-Login;Login metaserwera;Inicio de sesión en Metaserver;Login metaserver;Köztes szerver bejelentkezés;Pøihlášení k primárnímu serveru;;;;;;x
MS_JOINGAME;¼ÓÈëÓÎÏ·;Rejoindre la partie;Spiel beitreten;Do³¹cz do gry;Unirse al juego;Partecipare alla partita;Csatlakozás;Pøipojit ke høe;;;;;;x
MS_REFRESH;Ë¢ĞÂ;Actualiser;Aktualisieren;Odœwie¿;Actualizar;Aggiornare;Frissítés;Aktualizovat;;;;;;x
MS_START;¿ªÊ¼;Commencer;Start;Start;Inicio;Avviare;Start;Spustit;;;;;;x
MS_BACK;·µ»Ø;Retour;Zurück;Powrót;Atrás;Indietro;Vissza;Zpìt;;;;;;x
MS_JOIN;¼ÓÈë;Rejoindre;Beitreten;Do³¹cz;Unirse a una;Partecipare;Csatlakozás;Pøipojit;;;;;;x
MS_JOIN_CHANNEL;¼ÓÈëÆµµÀ;Rejoindre le canal;Kanal beitreten;Do³¹cz do kana³u;Unirse a un canal;Partecipare al canale;Csatlakozás a csatornához;Pøipojit ke kanálu;;;;;;x
MS_LOGIN;µÇÂ½;Se connecter;Anmelden;Login;Inicio de sesión;Login;Bejelentkezés;Pøihlásit;;;;;;x
MS_CREATE;´´½¨;Créer;Erstellen;Stwórz;Crear;Creare;Új játék;Vytvoøit;;;;;;x
MS_GAMES;ÓÎÏ·;Parties;Spiele;Gry;Juegos;Partite;Játék;Hry;;;;;;x
MS_INFORMATION;ĞÅÏ¢;Informations;Information;Informacje;La información;Informazioni;Információ;Informace;;;;;;x
MS_CHAT;ÁÄÌì;Chat;Chat;Chat;Diálogo;Chat;Csevej;Konverzace;;;;;;x
MS_CHANNEL_PLAYER;#ÆµµÀÃû³Æ/Íæ¼ÒÁĞ±í;#Channelname/Playerlist;#Kanalname/Spielerliste;#Nazwa kana³u/Lista graczy;#Nombre de canal/Lista de jugadores;#Nome canale/elenco giocatori;#csatornanév/játékoslista;#Název kanálu/Seznam hráèù;;;;;;x
MS_CONNECTION_LOST;Á¬½Ó¶ªÊ§¡£;Connexion perdue.;Verbindung getrennt.;Po³¹czenie zerwane.;Conexión perdida.;Connessione interrotta.;A kapcsolat megszakadt;Pøipojení pøerušeno.;;;;;;x
